date,percentile_rank,z_score,mc_mean,mc_std,actual,actual_vs_mean_pct
2024-08-05,86.30000000000001,1.0476458162368327,142.75943476300773,10.490725032267877,153.75,7.698661216498581
2024-08-06,86.10000000000001,1.0778327973513795,257.70599557454375,14.514313709943126,273.35,6.070485240585377
2024-08-07,83.0,0.9331921588259742,222.180213269974,12.848142457516886,234.17,5.39642417007542
2024-08-08,65.5,0.35669500548332483,75.4271285714218,8.951263748582146,78.62,4.23305445805866
2024-08-09,88.10000000000001,1.199315668346406,214.88353992924127,13.146212700765906,230.65,7.337211624468987
2024-08-10,45.300000000000004,-0.10891173434973747,32.222581695733524,8.56272827156607,31.29,-2.8941867679615596
2024-08-11,87.4,1.1200908752880911,203.1725254887318,12.523513672557513,217.2,6.904218214310753
2024-08-12,0.0,-15.073325996553796,233.72318300985043,13.340331654904693,32.64,-86.03476147309513
2024-08-13,0.30000000000000004,-2.7070672245550846,97.13727332245232,9.023518290869116,72.71,-25.14716800971415
2024-08-14,85.9,1.0444375852968315,171.2507300273128,11.153628605714013,182.9,6.80246441625636
2024-08-15,86.5,1.0943570196639116,297.17680327784575,15.994045191186924,314.68,5.889826032548595
2024-08-16,83.60000000000001,0.9556054976505453,293.87844722614096,15.625225948327321,308.81,5.0808601021255395
2024-08-17,84.30000000000001,1.0036221030873893,149.1771400321119,10.833618481317224,160.05,7.288556387089606
2024-08-18,90.30000000000001,1.323293176793542,270.72507881878704,14.271153353695702,289.61,6.975682217403212
2024-08-19,82.5,0.9651300427273963,303.0660172423632,15.69113085497866,318.21,4.996925387885387
2024-08-20,82.4,0.9101335024117911,267.6163963163119,14.847934657656769,281.13,5.0496172393396765
2024-08-21,87.9,1.2574508221869423,254.2883016129419,14.236498806746877,272.19,7.039922117340147
2024-08-22,81.80000000000001,0.9336037544978079,303.441296299457,16.01182803188301,318.39,4.9263906669415825
2024-08-23,85.7,1.0713156918371818,305.99492335475645,15.88241048233782,323.01,5.560574815653729
2024-08-24,87.60000000000001,1.1747036833787778,234.9223728759503,13.592896809022202,250.89,6.796980180547263
2024-08-25,87.2,1.2068104957398627,186.84262183987883,12.170408697271268,201.53,7.860828549445231
2024-08-26,81.4,0.9093992128858307,135.41451825771645,9.84768922821648,144.37,6.613383747553403
2024-08-27,84.4,1.029196622192981,132.72372171073982,10.26652928334456,143.29,7.961107594834083
2024-08-28,91.30000000000001,1.361559138656141,264.55946082101286,14.630681291662139,284.48,7.529702062881194
2024-08-29,82.60000000000001,0.9411906401113719,339.2698552495774,17.488639503771765,355.73,4.851637861640845
2024-08-30,81.60000000000001,0.8988919448063517,345.4491170553985,17.48917891248464,361.17,4.550853416157485
2024-08-31,80.60000000000001,0.8979588093489125,339.85349498387285,18.05929620527529,356.07,4.7716163745488815
2024-09-01,88.10000000000001,1.2436562204362391,342.65465165604985,18.112197510975086,365.18,6.57377573457274
2024-09-02,59.5,0.2466043620959506,323.1058995219652,17.0479556634714,327.31,1.301152496520408
2024-09-03,88.10000000000001,1.1940990175174546,233.5997995328773,13.650626149003937,249.9,6.977831530556844
2024-09-04,83.2,0.9632100495581509,167.21865177715966,11.47345510431482,178.27,6.608920778507232
2024-09-05,79.0,0.8224450044799186,345.0324199996749,17.761162264116756,359.64,4.233683316002268
2024-09-06,80.5,0.915410594914572,362.79210100252925,18.80893467664852,380.01,4.745940981044328
2024-09-07,84.30000000000001,1.0224826850450912,358.95569156789713,17.92138652089943,377.28,5.10489424253544
2024-09-08,90.9,1.3219287665573476,303.069846453366,16.21884080829943,324.51,7.074327518073642
2024-09-09,83.7,0.9998188221576312,363.1275169034594,19.23596722775997,382.36,5.2963441769833475
2024-09-10,79.60000000000001,0.83546271956473,373.8904558847749,18.87522077343945,389.66,4.2176910020096825
2024-09-11,24.1,-0.7335895756811713,372.94026397475676,19.670758308919584,358.51,-3.8693231513702964
2024-09-12,77.80000000000001,0.7403967752193917,310.3303277876044,16.679801810778304,322.68,3.979524753651509
2024-09-13,73.8,0.6118302990404484,323.4301250876319,16.68742838749608,333.64,3.156748280513999
2024-09-14,72.60000000000001,0.6139653110702069,378.7784438220405,19.156710243926568,390.54,3.1051281744758796
2024-09-15,86.80000000000001,1.1128951715352169,226.41685219825635,13.067849570042165,240.96,6.423173743714661
2024-09-16,78.4,0.7692033276834196,397.6184367417068,19.762736251898257,412.82,3.823153519455169
2024-09-17,62.6,0.32155780123212757,397.2875328914279,20.68824566383949,403.94,1.674471650332432
2024-09-18,75.7,0.7016581686354877,155.2966795407067,11.00723985392298,163.02,4.9732682515396975
2024-09-19,89.2,1.2594262773314633,393.0121104377319,20.364739694955308,418.66,6.52597944976856
2024-09-20,88.30000000000001,1.1824371986596929,409.57359334405237,20.598477027886744,433.93,5.946771728393063
2024-09-21,76.10000000000001,0.7400315143263094,414.16412395140213,21.317842555567353,429.94,3.8090880248355274
2024-09-22,72.0,0.5843535479988694,396.35584736069967,20.919102993057237,408.58,3.084135813991362
2024-09-23,62.300000000000004,0.2876860128767473,392.7973047013162,20.23975706282392,398.62,1.4823664085758859
2024-09-24,82.5,0.9445695814000105,219.63982973809755,13.021983302809685,231.94,5.60015470626134
2024-09-25,88.5,1.2135675989085606,190.2122272285529,11.42727572024145,204.08,7.290684186555496
2024-09-26,79.80000000000001,0.8118240651866994,388.05796269650887,19.526443193109234,403.91,4.084966378048183
2024-09-27,83.4,0.9482229150068296,291.35086623089575,15.122111682755587,305.69,4.9216032732644965
2024-09-28,68.8,0.4880607990820724,91.5665481165367,9.06332039721685,95.99,4.830860149749849
2024-09-29,82.2,0.9101221922746556,328.4426458875524,16.939871737214837,343.86,4.694078039343896
2024-09-30,0.0,-12.963650512318655,319.9314021125734,17.239078524722693,96.45,-69.85291241712422
2024-10-01,0.0,-12.751957335728276,357.9931286241013,17.346601000019017,136.79,-61.789769394252325
2024-10-02,85.60000000000001,1.0516218427204873,375.8257504678282,19.041301413774722,395.85,5.328067464043018
2024-10-03,71.8,0.5705423064363423,451.8022083532734,22.273179276675002,464.51,2.812689139578106
2024-10-04,46.5,-0.1064492912128501,428.8186329820954,22.90886907616828,426.38,-0.5686863383562946
